140	0.329776 0.325763 0.247999 0.0964614 
141	0.294574 0.328599 0.224169 0.152658 
142	0.310066 0.331101 0.224838 0.133995 
143	0.333314 0.268703 0.332109 0.0658742 
144	0.309055 0.328112 0.228606 0.134226 
145	0.302763 0.330125 0.237594 0.129519 
146	0.29753 0.329761 0.236624 0.136086 
147	0.312401 0.33152 0.262903 0.0931756 
148	0.302027 0.33011 0.228612 0.139252 
149	0.31419 0.329177 0.291787 0.0648466 
150	0.309135 0.328939 0.249168 0.112757 
151	0.260241 0.331228 0.285691 0.122839 
152	0.249241 0.330208 0.332035 0.0885162 
153	0.281946 0.327578 0.303489 0.0869876 
154	0.303247 0.328645 0.226906 0.141202 
155	0.312227 0.331132 0.222753 0.133889 
156	0.331758 0.195706 0.323643 0.148892 
157	0.281786 0.327337 0.326605 0.0642723 
158	0.324717 0.331574 0.261828 0.0818808 
159	0.299541 0.328222 0.237501 0.134736 
160	0.282675 0.327868 0.315131 0.0743258 
161	0.307214 0.327725 0.240344 0.124718 
162	0.288337 0.32752 0.245036 0.139107 
163	0.24143 0.328301 0.316712 0.113557 
164	0.300358 0.330204 0.236702 0.132735 
165	0.271305 0.324479 0.282046 0.12217 
166	0.235901 0.328928 0.319914 0.115257 
167	0.331777 0.332531 0.268987 0.0667047 
168	0.323841 0.331714 0.326626 0.0178192 
169	0.307819 0.329128 0.269051 0.0940025 
170	0.284683 0.328835 0.314845 0.0716374 
171	0.318722 0.329779 0.23667 0.114829 
172	0.210047 0.322292 0.318743 0.148918 
173	0.28172 0.301457 0.314585 0.102238 
174	0.320004 0.331708 0.258538 0.0897496 
175	0.282598 0.32766 0.230158 0.159584 
176	0.322039 0.32672 0.242942 0.1083 
177	0.264235 0.317234 0.295989 0.122541 
178	0.21334 0.180732 0.283471 0.322458 
179	0.210267 0.327679 0.331429 0.130625 
180	0.314962 0.328849 0.298145 0.0580435 
181	0.219241 0.325993 0.317245 0.137521 
182	0.330664 0.0251154 0.317029 0.327191 
183	0.301798 0.227116 0.266935 0.204152 
184	0.294657 0.3286 0.227421 0.149322 
185	0.328703 0.333158 0.229789 0.10835 
186	0.322432 0.326677 0.238891 0.112 
187	0.318919 0.32686 0.235185 0.119036 
188	0.225994 0.331605 0.329733 0.112668 
189	0.277906 0.241162 0.168609 0.312323 
190	0.31427 0.327285 0.241572 0.116873 
191	0.333225 0.332996 0.270852 0.0629266 
192	0.330423 0.319408 0.327962 0.022208 
193	0.3035 0.329365 0.31963 0.0475059 
194	0.302464 0.327757 0.244413 0.125367 
195	0.281784 0.32911 0.319772 0.0693345 
196	0.30416 0.328812 0.251378 0.11565 
197	0.239176 0.314672 0.309315 0.136837 
198	0.29399 0.329952 0.222642 0.153416 
199	0.330036 0.325093 0.256885 0.087985 
200	0.323643 0.326684 0.300011 0.0496621 
201	0.29215 0.329174 0.325216 0.0534604 
202	0.264404 0.330353 0.285205 0.120039 
203	0.314723 0.328626 0.248926 0.107725 
204	0.29563 0.329793 0.224174 0.150403 
205	0.304212 0.329736 0.223342 0.14271 
206	0.137042 0.332605 0.331098 0.199255 
207	0.128012 0.331511 0.319368 0.221108 
208	0.299651 0.327337 0.278305 0.0947062 
209	0.308071 0.328589 0.307643 0.0556962 
210	0.252074 0.325005 0.326467 0.0964531 
211	0.324928 0.0825997 0.267888 0.324584 
212	0.293978 0.328664 0.231665 0.145693 
213	0.32986 0.327101 0.246487 0.0965527 
214	0.328889 0.331916 0.283324 0.0558708 
215	0.314765 0.314528 0.302137 0.0685703 
216	0.140493 0.333012 0.330272 0.196222 
217	0.309834 0.33113 0.224155 0.134881 
218	0.293745 0.328627 0.226813 0.150815 
219	0.310028 0.328837 0.275985 0.0851511 
220	0.298703 0.329885 0.22113 0.150282 
221	0.313243 0.327054 0.2482 0.111503 
222	0.209329 0.312964 0.325511 0.152197 
223	0.251422 0.303632 0.318525 0.126421 
224	0.287179 0.327793 0.305236 0.0797915 
225	0.316637 0.329137 0.308969 0.0452571 
226	0.327847 0.33237 0.282576 0.057208 
227	0.292458 0.328745 0.324965 0.0538316 
228	0.299421 0.329618 0.22483 0.146131 
229	0.295584 0.327223 0.292318 0.0848757 
230	0.312806 0.333046 0.325457 0.0286913 
231	0.144756 0.330395 0.326892 0.197957 
232	0.29287 0.328574 0.236624 0.141932 
233	0.330723 0.332848 0.261575 0.0748541 
234	0.301988 0.328128 0.228222 0.141662 
235	0.312559 0.331625 0.264946 0.0908696 
236	0.333211 0.331957 0.242264 0.0925678 
237	0.330062 0.331402 0.262924 0.0756116 
238	0.270887 0.327508 0.221858 0.179747 
239	0.290395 0.328827 0.222225 0.158553 
240	0.223185 0.329362 0.309965 0.137488 
241	0.211296 0.319607 0.317602 0.151496 
242	0.285856 0.329224 0.316771 0.0681484 
243	0.326619 0.326018 0.24219 0.105173 
244	0.27822 0.309314 0.175969 0.236497 
245	0.332159 0.3297 0.267129 0.071013 
246	0.226679 0.332571 0.331187 0.109564 
247	0.181774 0.328273 0.320706 0.169247 
248	0.30174 0.32806 0.295055 0.0751448 
249	0.235047 0.328869 0.332974 0.10311 
250	0.331543 0.327697 0.332985 0.00777487 
251	0.320757 0.329756 0.284975 0.0645124 
252	0.330418 0.325515 0.276577 0.0674896 
253	0.128591 0.331451 0.32204 0.217918 
254	0.303198 0.327021 0.280838 0.0889434 
255	0.258738 0.0880779 0.325552 0.327632 
256	0.316686 0.0219953 0.33128 0.330039 
257	0.292682 0.0533138 0.324735 0.329269 
258	0.189274 0.194524 0.318787 0.297415 
259	0.233303 0.330803 0.329438 0.106455 
260	0.314619 0.0279251 0.330757 0.326699 
261	0.245948 0.0986438 0.324803 0.330605 
262	0.276939 0.0591506 0.333071 0.330839 
263	0.209106 0.131951 0.330949 0.327994 
264	0.241207 0.0980615 0.33138 0.329352 
265	0.328312 0.224693 0.327462 0.119533 
266	0.18579 0.317691 0.324079 0.172441 
267	0.273054 0.0782674 0.321901 0.326777 
268	0.288971 0.0516495 0.332859 0.326521 
269	0.262509 0.324163 0.322787 0.090541 
270	0.330526 0.272265 0.320264 0.076946 
271	0.239129 0.12788 0.324433 0.308557 
272	0.31929 0.275047 0.0759182 0.329744 
273	0.290681 0.327802 0.306017 0.0754998 
274	0.330834 0.266547 0.312928 0.0896906 
275	0.280891 0.0878516 0.317013 0.314244 
276	0.292937 0.07066 0.318442 0.317961 
277	0.115358 0.332741 0.332581 0.219319 
278	0.317271 0.0312968 0.332474 0.318958 
279	0.152002 0.20573 0.325082 0.317185 
280	0.252734 0.105763 0.328188 0.313315 
281	0.313386 0.0601825 0.32756 0.298871 
282	0.305817 0.0373167 0.326935 0.329932 
283	0.214198 0.208116 0.313803 0.263883 
284	0.185973 0.308987 0.308645 0.196396 
285	0.332839 0.322185 0.324092 0.0208841 
286	0.326751 0.329998 0.324701 0.0185503 
287	0.244122 0.099926 0.329555 0.326397 
288	0.233889 0.102103 0.332006 0.332002 
289	0.16165 0.329191 0.318608 0.190551 
290	0.280341 0.327248 0.316797 0.0756134 
291	0.1505 0.237469 0.324559 0.287472 
292	0.240978 0.254868 0.289651 0.214502 
293	0.322425 0.0989255 0.247817 0.330832 
294	0.214387 0.129782 0.32262 0.333211 
295	0.326022 0.0432769 0.312647 0.318054 
296	0.285289 0.0701548 0.330513 0.314043 
297	0.164373 0.192516 0.32437 0.318741 
298	0.232399 0.106283 0.329285 0.332032 
299	0.216559 0.205129 0.312625 0.265686 
300	0.201699 0.32839 0.321491 0.14842 
301	0.300591 0.0398431 0.330137 0.329429 
302	0.310956 0.185921 0.24071 0.262413 
303	0.109308 0.325827 0.321118 0.243748 
304	0.288401 0.0502362 0.328737 0.332626 
305	0.29394 0.0722377 0.30495 0.328872 
306	0.189876 0.190349 0.319571 0.300204 
307	0.256322 0.0852525 0.326362 0.332063 
308	0.199872 0.319561 0.324866 0.155702 
309	0.276701 0.0686002 0.323413 0.331285 
310	0.167944 0.183655 0.323479 0.324921 
311	0.319289 0.021249 0.330655 0.328807 
312	0.326987 0.269914 0.267795 0.135304 
313	0.251405 0.327426 0.332368 0.0888005 
314	0.244354 0.104576 0.327585 0.323486 
315	0.294307 0.0724804 0.322846 0.310367 
316	0.308642 0.227549 0.159345 0.304464 
317	0.118438 0.328464 0.311359 0.241738 
318	0.230961 0.128618 0.326657 0.313764 
319	0.152729 0.292187 0.311731 0.243353 
320	0.196931 0.331937 0.332523 0.138609 
321	0.225831 0.228014 0.262984 0.28317 
322	0.21851 0.333196 0.327729 0.120565 
323	0.154622 0.30677 0.33049 0.208119 
324	0.280968 0.0740981 0.317017 0.327917 
325	0.244417 0.0965959 0.332759 0.326228 
326	0.258454 0.306976 0.321412 0.113158 
327	0.0824173 0.316079 0.321138 0.280366 
328	0.323626 0.296714 0.307865 0.0717959 
329	0.331622 0.00714129 0.331746 0.329491 
330	0.175416 0.196384 0.327649 0.300552 
331	0.291096 0.0580083 0.32627 0.324626 
332	0.314311 0.0222119 0.33042 0.333058 
333	0.308675 0.0342009 0.329151 0.327973 
334	0.283972 0.103035 0.285229 0.327764 
335	0.311955 0.325951 0.318727 0.043367 
336	0.193711 0.328319 0.322771 0.155199 
337	0.228348 0.310631 0.322887 0.138133 
338	0.2827 0.070104 0.319606 0.32759 
339	0.223952 0.14393 0.320925 0.311192 
340	0.225792 0.138481 0.326475 0.309252 
341	0.329322 0.173699 0.163975 0.333004 
342	0.324495 0.325888 0.326967 0.0226501 
343	0.197957 0.142009 0.330671 0.329363 
344	0.211675 0.131004 0.330108 0.327213 
345	0.319935 0.0135215 0.333221 0.333322 
346	0.130442 0.326779 0.328805 0.213975 
347	0.128572 0.249981 0.32447 0.296976 
348	0.320178 0.0345154 0.325215 0.320092 
349	0.303487 0.318828 0.328216 0.0494692 
350	0.215742 0.307126 0.25207 0.225062 
351	0.201409 0.203964 0.293823 0.300804 
352	0.112842 0.29601 0.326771 0.264378 
353	0.172355 0.228522 0.327546 0.271576 
354	0.286809 0.164861 0.2838 0.264529 
355	0.109536 0.327465 0.320081 0.242918 
356	0.195018 0.328631 0.313611 0.16274 
357	0.206605 0.161796 0.320532 0.311067 
358	0.189632 0.329537 0.313294 0.167537 
359	0.171408 0.281286 0.332195 0.215111 
360	0.197057 0.15566 0.327048 0.320235 
361	0.224593 0.123618 0.329062 0.322728 
362	0.301573 0.0475538 0.320054 0.33082 
363	0.264545 0.0701233 0.332478 0.332854 
364	0.103555 0.309561 0.324746 0.262138 
365	0.249461 0.327878 0.323802 0.098859 
366	0.163962 0.224733 0.32079 0.290515 
367	0.213064 0.132771 0.329861 0.324303 
368	0.242617 0.117466 0.321065 0.318852 
369	0.14432 0.262024 0.326273 0.267383 
370	0.313896 0.0270306 0.331919 0.327155 
371	0.286627 0.0538649 0.332265 0.327243 
372	0.16265 0.205552 0.324088 0.30771 
373	0.295594 0.0661106 0.318608 0.319688 
374	0.277606 0.181724 0.212497 0.328173 
375	0.275133 0.0719164 0.326362 0.326588 
376	0.235423 0.116214 0.326459 0.321905 
377	0.0701721 0.327029 0.325553 0.277246 
378	0.233081 0.125187 0.313449 0.328283 
379	0.228032 0.114711 0.324045 0.333212 
380	0.328028 0.323239 0.285333 0.0633998 
381	0.1804 0.184406 0.325771 0.309422 
382	0.326479 0.193267 0.148086 0.332168 
383	0.268108 0.120711 0.284089 0.327092 
384	0.31716 0.0545779 0.295868 0.332394 
385	0.291976 0.0755951 0.304122 0.328307 
386	0.0856866 0.326813 0.322067 0.265433 
387	0.238618 0.162364 0.272847 0.326171 
388	0.222469 0.151839 0.296098 0.329593 
389	0.254197 0.0944212 0.330362 0.32102 
390	0.272506 0.153659 0.246341 0.327495 
391	0.314927 0.116854 0.237415 0.330804 
392	0.250542 0.0862555 0.3328 0.330403 
393	0.222263 0.185643 0.276578 0.315516 
394	0.226279 0.187433 0.276446 0.309842 
395	0.241783 0.196001 0.25651 0.305705 
396	0.230547 0.121786 0.319312 0.328355 
397	0.312388 0.129161 0.229943 0.328507 
398	0.326087 0.0529511 0.302344 0.318618 
399	0.252664 0.0954797 0.323584 0.328272 
400	0.301109 0.166542 0.205377 0.326972 
401	0.217167 0.152461 0.3061 0.324272 
402	0.23163 0.108408 0.32847 0.331492 
403	0.223053 0.171879 0.282053 0.323015 
404	0.324232 0.206751 0.140897 0.32812 
405	0.255728 0.0962415 0.319771 0.32826 
406	0.329579 0.198186 0.150044 0.322191 
407	0.29486 0.0659695 0.315521 0.323649 
408	0.27101 0.075081 0.323791 0.330118 
409	0.315414 0.0382439 0.325229 0.321113 
410	0.329139 0.195575 0.146001 0.329285 
411	0.324776 0.0186388 0.332519 0.324066 
412	0.315507 0.0334163 0.319569 0.331508 
413	0.231734 0.124644 0.315416 0.328206 
414	0.281973 0.323816 0.315798 0.0784131 
415	0.242813 0.105225 0.329704 0.322258 
416	0.22108 0.173917 0.285369 0.319634 
417	0.292139 0.190893 0.196579 0.32039 
418	0.329685 0.0424497 0.299685 0.32818 
419	0.230681 0.149407 0.290558 0.329353 
420	0.325758 0.0344567 0.332765 0.30702 
421	0.32149 0.279534 0.227887 0.17109 
422	0.322679 0.192543 0.193019 0.291759 
423	0.285643 0.0667193 0.328779 0.318858 
424	0.320082 0.0267597 0.328915 0.324243 
425	0.224754 0.118443 0.326629 0.330174 
426	0.238385 0.113468 0.320474 0.327673 
427	0.316807 0.0879655 0.269502 0.325725 
428	0.295082 0.169565 0.207855 0.327498 
429	0.231808 0.112624 0.322759 0.332809 
430	0.333151 0.135158 0.304404 0.227287 
431	0.257596 0.102035 0.311709 0.32866 
432	0.272843 0.0903185 0.312152 0.324687 
433	0.328221 0.182415 0.161288 0.328076 
434	0.218432 0.158579 0.298888 0.324101 
435	0.318969 0.142623 0.209466 0.328942 
436	0.25101 0.0868481 0.333105 0.329036 
437	0.223132 0.115067 0.331835 0.329966 
438	0.269601 0.119639 0.283764 0.326996 
439	0.227196 0.146635 0.296941 0.329228 
440	0.300123 0.0918305 0.281232 0.326815 
441	0.222214 0.153207 0.294927 0.329653 
442	0.232149 0.104392 0.330904 0.332555 
443	0.331666 0.165996 0.174929 0.327408 
444	0.227625 0.120874 0.32324 0.328262 
445	0.154482 0.22398 0.317876 0.303662 
446	0.216003 0.138275 0.316102 0.329619 
447	0.307135 0.128034 0.238596 0.326234 
448	0.214184 0.1394 0.331796 0.31462 
449	0.323046 0.0836421 0.302864 0.290448 
450	0.228818 0.151876 0.289829 0.329477 
451	0.327136 0.231226 0.149514 0.292123 
452	0.273237 0.0643788 0.330796 0.331588 
453	0.281682 0.0734632 0.312997 0.331859 
454	0.328002 0.217339 0.149955 0.304705 
455	0.320991 0.0341842 0.317107 0.327718 
456	0.248313 0.0926773 0.328533 0.330477 
457	0.21762 0.14763 0.306635 0.328115 
458	0.266676 0.172564 0.234153 0.326607 
459	0.332167 0.174806 0.162132 0.330894 
460	0.31929 0.0585113 0.296625 0.325573 
461	0.332986 0.153165 0.192353 0.321496 
462	0.234879 0.107469 0.325507 0.332146 
463	0.326555 0.0872834 0.256376 0.329786 
464	0.27129 0.0799723 0.330148 0.31859 
465	0.229991 0.104354 0.333254 0.3324 
466	0.228012 0.119694 0.324938 0.327357 
467	0.319026 0.0200218 0.330362 0.330591 
468	0.310071 0.1862 0.177309 0.32642 
469	0.331023 0.0944321 0.251552 0.322993 
470	0.249515 0.140879 0.281148 0.328458 
471	0.269022 0.0736263 0.327799 0.329553 
472	0.320131 0.0310979 0.325034 0.323736 
473	0.322676 0.0921238 0.260294 0.324907 
474	0.28132 0.102587 0.321362 0.294731 
475	0.262157 0.154864 0.254863 0.328117 
476	0.224582 0.155857 0.289924 0.329637 
477	0.21754 0.127309 0.323829 0.331321 
478	0.225496 0.153458 0.291508 0.329539 
479	0.239824 0.108265 0.328018 0.323893 
480	0.221059 0.124368 0.32408 0.330492 
481	0.275489 0.100031 0.29654 0.32794 
482	0.321835 0.139624 0.213218 0.325324 
483	0.323882 0.0340943 0.317575 0.324449 
484	0.263025 0.134635 0.274671 0.327668 
485	0.235751 0.154086 0.280728 0.329434 
486	0.255823 0.109976 0.305461 0.32874 
487	0.264355 0.106086 0.301135 0.328424 
488	0.264319 0.0870671 0.330249 0.318365 
489	0.27084 0.11281 0.287937 0.328412 
490	0.30754 0.0443446 0.318301 0.329814 
491	0.293822 0.0449083 0.329716 0.331553 
492	0.219232 0.136379 0.316029 0.32836 
493	0.330174 0.0473662 0.313782 0.308678 
494	0.300345 0.0471894 0.330273 0.322193 
495	0.32134 0.0302516 0.321297 0.327111 
496	0.330556 0.0413423 0.317768 0.310334 
497	0.322651 0.282984 0.239557 0.154808 
498	0.246566 0.125215 0.30016 0.328059 
499	0.219691 0.18355 0.273326 0.323433 
